completed	failure	Fix typo in `error_overdepending` field	Tests	fix_error_overdepending_typo	pull_request	4684466533	1h13m25s	15h
completed	failure	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	2149889393	14m2s	Apr 11, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2110907893	1h37m3s	Apr  7, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2110902259	1h18m17s	Apr  7, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2110036607	1h14m43s	Apr  7, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2109995738	1h25m1s	Apr  7, 2022
completed	failure	add mips64 loongarch64 support	Tests	master	pull_request	2108200846	14m6s	Apr  7, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2104496782	1h5m23s	Apr  6, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2103867807	1h0m17s	Apr  6, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2103251635	0s	Apr  6, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2103218071	1h23m36s	Apr  6, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2102989843	1h17m17s	Apr  6, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2099221561	1h25m27s	Apr  5, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2099218300	1h18m38s	Apr  5, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2099208232	1h19m35s	Apr  5, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2099201774	1h28m53s	Apr  5, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2099177744	1h17m10s	Apr  5, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2099176219	1h19m32s	Apr  5, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2099125729	1h24m19s	Apr  5, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2099105293	1h20m18s	Apr  5, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2099070630	1h22m9s	Apr  5, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2098672502	1h24m44s	Apr  5, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2098634192	1h35m22s	Apr  5, 2022
completed	failure	[pre-commit.ci] pre-commit autoupdate (#4419)	Tests	master	push	2096569547	13m37s	Apr  5, 2022
completed	success	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	2091232417	1h21m29s	Apr  4, 2022
completed	success	[pre-commit.ci] pre-commit autoupdate (#4410)	Tests	master	push	2090646694	1h20m27s	Apr  4, 2022
completed	failure	Also rewrite long prefix paths in `output` scripts $PREFIX, etc.	Tests	rewrite_env-in-outputs	pull_request	2072674120	1h22m44s	Mar 31, 2022
completed	failure	Also rewrite long prefix paths in `output` scripts $PREFIX, etc.	Tests	rewrite_env-in-outputs	pull_request	2072392011	1h13m44s	Mar 31, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2061423395	1h22m56s	Mar 29, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2061080163	1h4m21s	Mar 29, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2060535393	44m12s	Mar 29, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2060521331	12m51s	Mar 29, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2060477241	44m23s	Mar 29, 2022
completed	cancelled	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2060446201	7m1s	Mar 29, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2060252760	1h18m10s	Mar 29, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2060226180	1h34m19s	Mar 29, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2059508516	2h0m34s	Mar 29, 2022
completed	failure	add menuinst JSON file validation	Tests	menuinst-validation	pull_request	2059232379	6h0m36s	Mar 29, 2022
completed	cancelled	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2059009350	19m52s	Mar 29, 2022
completed	failure	add menuinst JSON file validation	Tests	menuinst-validation	pull_request	2058441702	2h0m41s	Mar 29, 2022
completed	failure	add menuinst JSON file validation	Tests	menuinst-validation	pull_request	2058246310	2h4m17s	Mar 29, 2022
completed	failure	add menuinst JSON file validation	Tests	menuinst-validation	pull_request	2058004257	2h0m32s	Mar 29, 2022
completed	failure	add menuinst JSON file validation	Tests	menuinst-validation	pull_request	2057965956	2h0m36s	Mar 29, 2022
completed	failure	add menuinst JSON file validation	Tests	menuinst-validation	pull_request	2057961608	2h0m37s	Mar 29, 2022
completed	failure	add menuinst JSON file validation	Tests	menuinst-validation	pull_request	2057903535	2h0m35s	Mar 29, 2022
completed	failure	add menuinst JSON file validation	Tests	menuinst-validation	pull_request	2057881691	2h0m34s	Mar 29, 2022
completed	success	Run Tests Against Windows in GitHub Actions (#4353)	Tests	master	push	2054384734	1h22m53s	Mar 28, 2022
completed	success	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	2053599163	40m10s	Mar 28, 2022
completed	success	Run Tests Against Windows in GitHub Actions	Tests	add-windows-to-github-actions	pull_request	2041115187	1h15m20s	Mar 25, 2022
completed	success	Update GHA Windows Tests	Tests	update_tests_and_vctools	pull_request	2040676382	1h27m4s	Mar 25, 2022
completed	failure	Update GHA Windows Tests	Tests	update_tests_and_vctools	pull_request	2040635766	1h37m28s	Mar 25, 2022
completed	failure	Run Tests Against Windows in GitHub Actions	Tests	add-windows-to-github-actions	pull_request	2037157716	1h23m6s	Mar 24, 2022
completed	failure	Mark Two Tests with Xfail	Tests	add_xfail_marker	pull_request	2036621240	2h0m29s	Mar 24, 2022
completed	failure	add menuinst JSON file validation	Tests	menuinst-validation	pull_request	2034491928	37m9s	Mar 24, 2022
completed	success	🔄 Synced file(s) with conda/infra (#4401)	Tests	master	push	2033701322	37m42s	Mar 24, 2022
completed	failure	Run Tests Against Windows in GitHub Actions	Tests	add-windows-to-github-actions	pull_request	2024263110	1h17m46s	Mar 22, 2022
completed	failure	Migrating Windows Tests from Azure Pipeline to GitHub Actions	Tests	azure_to_gha_windows	pull_request	2023401144	1h21m56s	Mar 22, 2022
completed	cancelled	Migrating Windows Tests from Azure Pipeline to GitHub Actions	Tests	azure_to_gha_windows	pull_request	2023056964	1h0m17s	Mar 22, 2022
completed	success	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	2021168518	43m57s	Mar 22, 2022
completed	failure	Migrating Windows Tests from Azure Pipeline to GitHub Actions	Tests	azure_to_gha_windows	pull_request	2019162203	2h0m27s	Mar 21, 2022
completed	failure	Migrating Windows Tests from Azure Pipeline to GitHub Actions	Tests	azure_to_gha_windows	pull_request	2019103533	36m58s	Mar 21, 2022
completed	failure	Migrating Windows Tests from Azure Pipeline to GitHub Actions	Tests	azure_to_gha_windows	pull_request	2018125673	2h0m27s	Mar 21, 2022
completed	cancelled	Migrating Windows Tests from Azure Pipeline to GitHub Actions	Tests	azure_to_gha_windows	pull_request	2017997175	25m56s	Mar 21, 2022
completed	failure	Migrating Windows Tests from Azure Pipeline to GitHub Actions	Tests	azure_to_gha_windows	pull_request	2016910305	44m7s	Mar 21, 2022
completed	startup_failure	Migrating Windows Tests from Azure Pipeline to GitHub Actions	Tests	azure_to_gha_windows	pull_request	2016725309	0s	Mar 21, 2022
completed	startup_failure	Migrating Windows Tests from Azure Pipeline to GitHub Actions	Tests	azure_to_gha_windows	pull_request	2016720725	0s	Mar 21, 2022
completed	startup_failure	Migrating Windows Tests from Azure Pipeline to GitHub Actions	Tests	azure_to_gha_windows	pull_request	2016711029	0s	Mar 21, 2022
completed	failure	Migrating Windows Tests from Azure Pipeline to GitHub Actions	Tests	azure_to_gha_windows	pull_request	2016699694	0s	Mar 21, 2022
completed	failure	Migrating Windows Tests from Azure Pipeline to GitHub Actions	Tests	azure_to_gha_windows	pull_request	2016686127	0s	Mar 21, 2022
completed	startup_failure	Migrating Windows Tests from Azure Pipeline to GitHub Actions	Tests	azure_to_gha_windows	pull_request	2016664590	0s	Mar 21, 2022
completed	failure	Run Tests Against Windows in GitHub Actions	Tests	add-windows-to-github-actions	pull_request	1988805905	35m31s	Mar 15, 2022
completed	failure	Run Tests Against Windows in GitHub Actions	Tests	add-windows-to-github-actions	pull_request	1988801205	39m15s	Mar 15, 2022
completed	failure	[pre-commit.ci] pre-commit autoupdate (#4394)	Tests	master	push	1986440736	37m9s	Mar 15, 2022
completed	success	🔄 Synced file(s) with conda/infra (#4393)	Tests	master	push	1986439963	43m45s	Mar 15, 2022
completed	failure	[pre-commit.ci] auto fixes from pre-commit.com hooks	Tests	add-windows-to-github-actions	push	1982708145	0s	Mar 14, 2022
completed	success	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	1981881427	38m35s	Mar 14, 2022
completed	success	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	1981710579	44m59s	Mar 14, 2022
completed	success	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	1965736709	46m8s	Mar 10, 2022
completed	success	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	1963808664	37m23s	Mar 10, 2022
completed	success	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	1963792991	41m54s	Mar 10, 2022
completed	success	[pre-commit.ci] pre-commit autoupdate (#4391)	Tests	master	push	1947651922	47m14s	Mar  7, 2022
completed	success	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	1946704601	48m24s	Mar  7, 2022
completed	success	[pre-commit.ci] pre-commit autoupdate (#4382)	Tests	master	push	1929454956	38m10s	Mar  3, 2022
completed	success	🔄 Synced file(s) with conda/infra (#4383)	Tests	master	push	1929453763	37m46s	Mar  3, 2022
completed	failure	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	1912726787	49m51s	Feb 28, 2022
completed	failure	Only run GHAs on non-forks (#4388)	Tests	master	push	1912722759	49m14s	Feb 28, 2022
completed	failure	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	1911408980	42m35s	Feb 28, 2022
completed	success	Only run GHAs on non-forks	Tests	no-gha-on-forks	pull_request	1910934983	39m30s	Feb 28, 2022
completed	success	Add `entry_points` to `outputs` in `FIELDS`	Tests	add_ep_to_op_fields	pull_request	1901499081	43m47s	Feb 26, 2022
completed	success	Only run GHAs on non-forks	Tests	no-gha-on-forks	pull_request	1900864735	38m19s	Feb 25, 2022
completed	failure	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	1895787171	49m46s	Feb 24, 2022
completed	failure	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	1895769659	42m6s	Feb 24, 2022
completed	success	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	1895619074	44m6s	Feb 24, 2022
completed	failure	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	1895574499	44m25s	Feb 24, 2022
completed	failure	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	1895276349	41m1s	Feb 24, 2022
completed	success	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	1895094056	43m18s	Feb 24, 2022
completed	success	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	1889930635	43m28s	Feb 23, 2022
completed	failure	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	1878483431	40m11s	Feb 21, 2022
completed	success	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	1877308961	40m49s	Feb 21, 2022
completed	failure	Add --append option to conda-index	Tests	extend-index	pull_request	1848936621	41m40s	Feb 15, 2022
completed	failure	Add --append option to conda-index	Tests	extend-index	pull_request	1848023967	35m38s	Feb 15, 2022
completed	failure	Add --append option to conda-index	Tests	extend-index	pull_request	1844255483	45m8s	Feb 15, 2022
completed	failure	Add --append option to conda-index	Tests	extend-index	pull_request	1844244189	43m16s	Feb 15, 2022
completed	success	[pre-commit.ci] pre-commit autoupdate (#4379)	Tests	master	push	1843884012	45m34s	Feb 14, 2022
completed	failure	Add --append option to conda-index	Tests	extend-index	pull_request	1843512849	41m0s	Feb 14, 2022
completed	failure	Add --append option to conda-index	Tests	extend-index	pull_request	1843504476	46m4s	Feb 14, 2022
completed	failure	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	1842248084	37m31s	Feb 14, 2022
completed	success	[RFC] Add pyupgrade via pre-commit (#4374)	Tests	master	push	1817229076	45m56s	Feb  9, 2022
completed	success	[RFC] Add pyupgrade via pre-commit	Tests	pyupgrade	pull_request	1813807524	34m39s	Feb  8, 2022
completed	success	[RFC] Add pyupgrade via pre-commit	Tests	pyupgrade	pull_request	1785009902	45m50s	Feb  2, 2022
completed	failure	[RFC] Add pyupgrade via pre-commit	Tests	pyupgrade	pull_request	1784757487	35m19s	Feb  2, 2022
completed	success	[RFC] Add pyupgrade via pre-commit	Tests	pyupgrade	pull_request	1784750969	36m41s	Feb  2, 2022
completed	success	Add missing dependencies to setup.py. (#4340)	Tests	master	push	1784733860	39m7s	Feb  2, 2022
completed	success	Add missing dependencies to setup.py.	Tests	deps-update	pull_request	1780403476	34m22s	Feb  1, 2022
completed	success	[pre-commit.ci] pre-commit autoupdate (#4372)	Tests	master	push	1780278485	1h0m14s	Feb  1, 2022
completed	success	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	1773693623	39m27s	Jan 31, 2022
completed	success	Support bdist_conda also with setuptools >=60.0.0 (#4368)	Tests	master	push	1772846395	41m14s	Jan 31, 2022
completed	failure	Support bdist_conda also with setuptools >=60.0.0	Tests	bdist_setuptools	pull_request	1762072172	37m10s	Jan 28, 2022
completed	failure	Support bdist_conda also with setuptools >=60.0.0	Tests	bdist_setuptools	pull_request	1761884214	42m40s	Jan 28, 2022
completed	success	Support bdist_conda also with setuptools >=60.0.0	Tests	bdist_setuptools	pull_request	1761862577	39m54s	Jan 28, 2022
completed	success	Support bdist_conda also with setuptools >=60.0.0	Tests	bdist_setuptools	pull_request	1760321153	43m3s	Jan 28, 2022
completed	success	Support bdist_conda also with setuptools >=60.0.0	Tests	bdist_setuptools	pull_request	1758064219	42m2s	Jan 27, 2022
completed	success	Support bdist_conda also with setuptools >=60.0.0	Tests	bdist_setuptools	pull_request	1757147318	1h0m13s	Jan 27, 2022
